t_id,u_id,t_type,i_id,t_date,t_amount
477,19,Refund,172,2025-04-15T17:54:15.542368,19087
478,323,Rental,63,2024-11-15T05:15:59.551961,15255
479,294,Purchase,174,2025-01-30T02:50:32.723062,15095
480,378,Purchase,829,2025-03-15T14:52:02.439699,69880
481,43,Sale,497,2024-09-28T05:55:58.323802,14887
482,402,Refund,872,2025-04-15T09:06:40.542205,30063
483,316,Refund,136,2024-11-21T12:21:09.066598,30956
484,132,Purchase,879,2025-04-03T03:59:16.519367,2354
485,90,Sale,619,2025-03-08T07:09:44.460715,26024
486,414,Sale,379,2025-03-21T07:40:15.624011,5240
487,359,Sale,802,2025-03-09T08:58:18.760552,30464
488,410,Purchase,186,2024-08-15T11:20:31.432587,13428
489,496,Sale,87,2025-04-04T10:25:54.569327,5532
490,254,Rental,858,2025-02-05T11:30:05.279881,23146
491,339,Rental,244,2025-03-26T12:01:17.475155,42447
492,296,Refund,216,2025-04-08T11:20:13.180591,15232
493,136,Purchase,658,2025-02-28T20:17:29.600892,12192
494,238,Rental,172,2025-04-06T16:21:48.224155,19087
495,244,Sale,309,2025-03-22T12:06:04.668035,78757
496,362,Rental,700,2025-02-16T01:19:40.744649,128472
497,75,Rental,269,2025-04-14T05:06:19.591500,9400
498,475,Rental,296,2025-01-16T22:46:30.911052,3496
499,162,Purchase,695,2025-04-13T15:57:00.400671,7913
500,273,Refund,940,2025-04-03T07:29:40.625220,37022
501,471,Refund,626,2025-04-11T12:05:47.323615,19896
502,137,Purchase,277,2025-04-09T20:55:58.490144,4876
503,300,Rental,671,2025-02-20T09:47:26.783738,51636
504,346,Sale,792,2025-03-10T20:51:14.284427,15968
505,173,Sale,533,2024-12-07T17:39:33.137394,37632
506,6,Purchase,561,2025-03-22T23:08:56.439058,2666
507,211,Purchase,13,2025-04-19T13:52:01.126518,155853
508,351,Rental,107,2025-03-03T17:37:11.193352,10014
509,372,Refund,225,2024-10-06T20:13:18.576325,47760
510,18,Purchase,198,2025-04-14T16:29:38.552822,11072
511,481,Sale,59,2025-03-09T21:11:21.341237,43833
512,63,Purchase,654,2025-04-15T06:45:25.820476,26924
513,310,Sale,877,2025-03-05T07:20:18.589939,6426
514,392,Sale,673,2025-03-24T14:32:46.658505,7891
515,95,Refund,713,2025-04-02T16:06:08.431186,98825
516,339,Purchase,479,2025-04-04T08:13:34.727185,40136
517,142,Rental,945,2025-04-06T18:45:03.001134,91596
518,342,Refund,926,2024-08-19T21:21:36.456247,29991
519,400,Purchase,166,2025-01-09T23:41:26.199293,60260
520,32,Rental,796,2024-11-29T03:14:09.307795,126154
521,31,Refund,341,2025-03-22T03:31:21.602498,6108
522,226,Purchase,183,2025-01-09T22:35:20.777533,23768
523,103,Rental,951,2025-02-01T14:37:54.466050,30186
524,252,Purchase,661,2025-03-21T13:32:16.447252,1674
525,394,Rental,554,2025-04-08T20:21:30.713364,34200
526,330,Purchase,629,2025-02-11T18:47:41.157491,148352
527,133,Purchase,733,2024-08-30T18:22:03.884115,7024
528,37,Refund,75,2025-02-14T13:13:50.038757,35548
529,460,Rental,20,2024-10-17T03:16:14.479328,59043
530,328,Purchase,669,2025-02-13T09:07:25.792359,541
531,200,Refund,681,2025-04-16T02:45:14.053181,22698
532,169,Rental,717,2025-04-13T04:04:21.588331,5181
533,264,Rental,4,2025-02-09T15:29:31.042919,78856
534,207,Purchase,447,2025-04-15T06:53:14.677569,17559
535,2,Rental,232,2025-03-05T11:00:50.743385,13179
536,400,Rental,838,2025-04-05T10:15:33.690181,5906
537,275,Refund,581,2025-04-10T16:11:00.188210,18776
538,156,Rental,699,2025-03-12T22:40:17.854960,17623
539,491,Purchase,648,2024-10-06T23:34:18.837960,7669
540,437,Refund,548,2025-02-01T00:16:41.908551,19961
541,236,Refund,862,2025-01-27T06:42:31.426404,111768
542,91,Purchase,208,2025-02-19T02:57:34.807645,39964
543,98,Refund,677,2024-07-04T17:33:04.075978,20699
544,55,Refund,918,2024-09-25T18:52:11.712176,11369
545,454,Rental,87,2025-04-09T13:43:35.620205,7376
546,19,Sale,144,2025-01-21T19:46:25.446754,15905
547,304,Sale,738,2025-02-24T21:35:28.208103,23432
548,33,Refund,399,2025-01-25T06:28:55.809810,10170
549,495,Rental,547,2025-02-13T03:52:09.020478,4194
550,174,Purchase,38,2025-04-16T06:36:03.968823,56181
551,370,Purchase,807,2024-12-18T05:13:56.511997,55704
552,109,Rental,122,2025-04-14T15:46:39.348820,28765
553,380,Sale,153,2025-02-14T04:27:16.179234,21320
554,377,Sale,38,2025-04-16T09:12:32.719245,74908
555,10,Rental,670,2025-02-26T03:19:19.678971,42753
556,125,Sale,47,2025-03-20T07:25:25.382379,11670
557,324,Purchase,177,2024-12-18T11:40:27.018818,32980
558,407,Purchase,841,2024-11-10T15:55:54.526539,54856
559,88,Purchase,626,2024-11-17T03:25:53.417983,6632
560,255,Sale,117,2025-04-15T07:03:42.648924,9733
561,104,Rental,824,2025-02-23T20:43:53.237558,4842
562,428,Rental,831,2024-12-26T23:54:42.042196,106182
563,500,Sale,124,2025-04-16T23:53:54.930988,45846
564,494,Sale,857,2024-11-09T04:03:41.760284,7564
565,89,Refund,608,2024-05-01T05:23:44.544788,14606
566,141,Sale,124,2025-04-14T05:19:20.707278,61128
567,357,Refund,173,2025-03-06T06:52:25.464149,76215
568,225,Sale,169,2025-03-20T21:41:48.163894,5742
569,52,Rental,137,2025-03-07T05:27:34.531905,18065
570,451,Rental,17,2025-02-06T04:31:21.072668,14468
571,4,Sale,7,2025-03-19T12:22:44.719213,6217
572,334,Refund,724,2025-04-05T21:29:11.277952,60076
573,414,Rental,711,2025-02-11T21:37:45.690044,59259
574,74,Refund,212,2025-01-16T04:17:44.998413,26035
575,211,Sale,462,2025-03-29T06:13:29.821964,17408
576,355,Purchase,626,2025-01-05T13:11:40.699492,33160
577,368,Rental,185,2025-01-12T09:58:07.658438,31020
578,46,Refund,974,2024-12-13T07:27:12.449378,38709
579,3,Sale,429,2025-04-15T03:53:01.937605,44028
580,272,Purchase,121,2025-03-04T13:23:12.356744,34810
581,390,Sale,884,2025-04-08T13:41:10.502572,75564
582,321,Sale,789,2025-04-12T17:17:46.598190,53022
583,100,Purchase,55,2024-08-12T18:43:58.253952,10606
584,433,Rental,702,2025-02-18T21:49:38.422487,13096
585,82,Purchase,181,2025-02-18T16:37:51.650022,2926
586,187,Refund,661,2025-03-20T08:10:50.926686,2232
587,129,Refund,446,2025-01-20T19:45:25.765091,36396
588,456,Rental,825,2025-01-29T10:01:04.491355,19857
589,380,Purchase,107,2024-11-30T19:37:18.079878,15021
590,81,Purchase,181,2025-03-18T12:33:23.100614,23408
591,60,Purchase,528,2025-04-11T16:02:46.328895,31644
592,228,Refund,739,2024-05-18T14:01:20.855836,13844
593,383,Refund,204,2025-02-17T06:03:26.092467,46252
594,57,Refund,798,2025-03-08T19:40:04.964550,2080
595,122,Rental,101,2024-07-17T14:02:10.210671,6552
596,457,Sale,385,2024-12-04T07:10:45.298795,31080
597,300,Rental,483,2024-11-13T01:16:13.399451,15278
598,224,Sale,912,2025-04-13T22:07:00.169934,13616
599,313,Rental,951,2025-02-25T21:15:34.345065,30186
600,192,Sale,397,2024-12-31T21:59:01.356282,75916
601,100,Refund,738,2025-01-29T13:41:25.002518,17574
602,172,Sale,208,2024-12-31T14:11:33.417361,9991
603,292,Purchase,709,2024-09-20T08:46:06.743785,67600
604,57,Rental,140,2024-10-01T08:53:18.290192,48244
605,88,Refund,429,2025-03-18T19:22:23.950875,44028
606,152,Sale,908,2025-01-26T04:10:00.884735,12996
607,497,Sale,592,2025-01-10T03:55:52.091290,814
608,439,Rental,422,2025-02-17T23:01:27.149415,28596
609,243,Rental,606,2025-03-23T16:43:10.880414,29430
610,374,Rental,15,2025-03-28T10:33:22.680127,35172
611,168,Rental,254,2025-03-08T13:20:39.786741,34992
612,475,Sale,914,2024-07-09T22:51:56.796999,740
613,23,Purchase,428,2025-02-23T12:15:45.422687,116880
614,394,Purchase,752,2025-01-10T02:47:06.981111,32570
615,202,Rental,544,2025-04-18T18:32:42.417880,14464
616,254,Sale,464,2025-03-18T07:10:09.029360,8097
617,386,Purchase,572,2025-01-06T02:56:42.429252,117299
618,112,Sale,973,2025-01-16T00:57:58.139290,38366
619,123,Purchase,303,2025-03-26T00:52:26.694403,18497
620,343,Refund,492,2025-03-20T06:04:10.458178,12627
621,236,Purchase,721,2025-03-18T06:15:29.633305,37200
622,396,Sale,475,2025-04-12T07:07:46.674671,71722
623,405,Refund,190,2025-04-14T18:44:30.560934,63804
624,361,Purchase,476,2025-03-03T12:39:27.570544,29334
625,198,Refund,73,2025-03-02T03:27:23.285614,59740
626,152,Rental,34,2025-03-09T04:50:37.886529,14358
627,485,Sale,715,2025-01-19T09:30:38.702692,82369
628,42,Refund,702,2025-03-15T02:33:47.773761,1637
629,485,Refund,528,2025-02-22T22:00:47.891932,7911
630,197,Refund,114,2024-11-05T18:09:11.340822,78688
631,21,Refund,634,2025-04-12T22:40:43.228873,70638
632,332,Purchase,180,2025-02-14T01:38:47.674269,33190
633,172,Sale,142,2025-04-19T13:38:42.916063,24453
634,333,Rental,117,2025-03-25T02:39:13.663900,58398
635,386,Sale,962,2024-09-11T08:06:58.792217,49692
636,181,Refund,329,2025-02-15T10:46:42.949698,4197
637,28,Purchase,284,2025-02-26T09:53:25.114131,106080
638,232,Rental,354,2025-03-27T03:18:47.589031,57050
639,425,Purchase,540,2024-11-06T14:21:38.304211,52332
640,273,Refund,727,2025-04-07T02:08:33.604131,130992
641,189,Purchase,636,2025-02-16T21:15:17.007258,43792
642,453,Rental,914,2025-03-27T12:10:39.728408,740
643,201,Sale,83,2025-04-01T06:22:02.122878,78150
644,490,Purchase,982,2024-11-21T04:38:14.560424,4377
645,142,Purchase,169,2025-03-29T09:19:24.878865,5742
646,78,Sale,509,2025-01-02T17:52:46.050463,46525
647,322,Purchase,975,2025-04-17T20:14:06.804102,15250
648,497,Sale,427,2024-09-19T17:09:23.984719,51792
649,216,Rental,356,2025-02-22T04:00:01.475269,8449
650,97,Purchase,299,2025-01-30T09:00:55.193069,16966
651,411,Sale,893,2025-04-09T01:33:50.120593,72705
652,172,Rental,661,2025-03-06T22:08:42.800565,5580
653,336,Refund,352,2025-03-03T03:34:09.263349,3590
654,341,Rental,608,2024-11-04T07:56:44.334665,58424
655,291,Sale,312,2025-03-26T12:12:19.540609,24115
656,405,Refund,176,2024-12-13T08:24:28.915905,19264
657,191,Refund,496,2025-03-20T19:45:45.830348,15236
658,181,Refund,152,2024-11-25T00:22:18.234841,7740
659,86,Sale,980,2025-04-06T21:47:16.655696,29103
660,499,Sale,187,2025-04-12T10:26:14.348075,16688
661,122,Purchase,166,2025-03-01T03:44:13.425564,12052
662,295,Sale,325,2025-04-09T18:18:34.019702,613
663,190,Sale,267,2025-02-03T13:08:25.046985,35612
664,363,Purchase,576,2024-10-17T14:56:18.521975,17173
665,76,Refund,353,2025-01-08T23:03:22.488343,75248
666,500,Sale,553,2025-04-02T16:20:01.008876,7569
667,472,Purchase,125,2024-11-12T17:07:00.195165,8980
668,256,Sale,954,2024-09-07T16:55:28.141921,27744
669,164,Sale,951,2025-01-11T09:14:43.655342,15093
670,379,Refund,994,2024-05-20T05:23:08.480588,32295
671,459,Refund,486,2024-12-10T03:06:37.583040,117033
672,342,Sale,588,2025-03-27T01:50:55.040284,67584
673,353,Purchase,347,2025-01-09T07:53:15.713427,84132
674,461,Purchase,491,2025-04-02T03:29:03.024293,57105
675,283,Purchase,695,2024-05-20T11:46:49.696993,23739
676,206,Sale,26,2025-02-20T04:18:15.027307,54260
677,48,Refund,366,2025-03-30T00:36:39.331833,11309
678,329,Sale,623,2024-10-10T04:26:29.067333,60040
679,114,Refund,540,2024-11-29T08:00:20.964683,26166
680,43,Rental,24,2025-04-02T04:34:30.897178,18566
681,263,Rental,1000,2024-10-14T08:24:02.155723,21600
682,163,Purchase,503,2025-03-19T23:21:32.954628,30267
683,76,Rental,408,2025-04-16T23:03:58.805031,25902
684,191,Purchase,396,2024-10-08T18:13:52.143818,27102
685,180,Refund,354,2025-03-10T18:31:03.807699,45640
686,288,Purchase,896,2025-03-06T14:21:26.421970,5572
687,455,Rental,746,2025-03-25T23:12:46.205162,57138
688,412,Rental,426,2025-02-12T08:47:22.164006,2163
689,413,Rental,168,2024-10-18T11:57:53.489596,82860
690,213,Sale,918,2025-02-20T15:42:01.018971,11369
691,107,Refund,148,2025-02-15T05:23:59.768236,4871
692,269,Refund,889,2025-03-01T00:29:53.899948,25100
693,492,Rental,956,2024-08-05T02:12:29.229518,3044
694,210,Refund,7,2025-02-20T04:30:49.600845,12434
695,285,Rental,180,2025-03-29T20:47:35.077741,33190
696,96,Rental,205,2025-03-26T11:28:43.808891,3161
697,252,Purchase,568,2025-01-24T11:32:48.787629,17990
698,300,Refund,855,2024-12-08T18:09:16.525227,20408
699,379,Rental,573,2025-01-10T01:49:11.009326,9264
700,406,Purchase,28,2025-02-13T07:16:23.955225,17704
701,154,Rental,269,2025-04-04T01:58:05.441980,9400
702,341,Refund,670,2025-02-05T14:33:30.705859,28502
703,252,Sale,184,2025-01-06T23:12:08.518390,10014
704,392,Refund,123,2025-03-14T04:56:26.198816,21312
705,35,Refund,994,2024-12-22T15:49:24.892838,64590
706,290,Rental,493,2025-01-26T03:26:34.473913,54888
707,352,Rental,644,2025-04-03T16:39:50.890211,24046
708,263,Purchase,383,2024-11-02T13:14:34.863501,53250
709,298,Purchase,167,2025-02-16T12:33:07.983139,2379
710,237,Sale,328,2025-04-08T05:51:55.802534,16749
711,28,Refund,168,2024-08-23T02:38:38.115801,41430
712,326,Refund,430,2025-04-05T09:02:06.027709,16196
713,150,Purchase,297,2024-11-07T14:58:35.445062,8243
714,322,Sale,785,2025-03-21T08:30:33.119325,11783
715,386,Sale,614,2025-03-08T06:25:40.428496,7590
716,447,Refund,331,2025-03-28T19:35:58.747738,19030
717,351,Refund,278,2025-02-08T07:31:50.233649,16218
718,297,Refund,548,2024-11-18T16:56:16.162781,19961
719,71,Refund,14,2025-03-29T21:53:09.958262,51027
720,249,Rental,798,2024-10-07T17:41:40.323837,4160
721,467,Sale,944,2025-02-22T03:01:00.805610,2787
722,80,Sale,224,2024-06-24T21:50:44.095638,4312
723,460,Purchase,815,2025-03-29T19:13:00.164967,7168
724,470,Purchase,472,2025-04-17T04:16:50.938546,17792
725,68,Purchase,839,2024-07-19T06:05:55.224792,45368
726,160,Refund,357,2025-04-11T04:25:49.171691,26992
727,227,Refund,837,2024-12-24T03:59:41.414217,51198
728,156,Purchase,727,2025-03-13T04:49:51.774419,32748
729,66,Sale,228,2024-09-01T09:58:44.074098,13626
730,65,Sale,315,2025-02-25T06:09:02.255600,1196
731,218,Purchase,81,2025-02-02T10:05:25.891606,10422
732,397,Rental,20,2024-11-04T16:45:14.426192,137767
733,101,Purchase,44,2025-03-14T12:35:06.223086,13632
734,338,Purchase,813,2024-06-02T14:05:10.586471,64592
735,466,Refund,122,2025-01-27T05:42:18.899817,5753
736,155,Purchase,68,2025-02-14T18:10:36.676867,3968
737,64,Sale,802,2025-03-22T23:22:26.030298,15232
738,344,Refund,190,2025-04-18T14:47:50.422956,10634
739,75,Refund,93,2025-03-25T22:56:47.945776,28505
740,181,Sale,357,2025-04-14T22:16:23.354080,26992
741,292,Purchase,518,2025-01-06T09:36:40.065181,16403
742,297,Purchase,840,2025-03-04T10:18:16.503436,70173
743,367,Sale,223,2024-12-15T18:08:27.592314,37745
744,462,Purchase,176,2024-07-13T06:53:22.951828,9632
745,110,Rental,947,2025-02-22T23:09:48.768308,57222
746,302,Sale,715,2025-01-28T17:26:42.369108,47068
747,491,Purchase,690,2024-06-14T04:06:32.220104,40572
748,182,Rental,855,2024-10-24T19:48:25.024394,20408
749,264,Sale,220,2024-10-17T21:16:05.106259,117789
750,390,Refund,116,2024-10-22T22:32:42.603430,25106
751,57,Sale,478,2025-02-18T16:54:12.380629,41056
752,185,Refund,781,2025-04-11T23:54:55.926465,13060
753,168,Rental,85,2024-11-24T14:25:32.127714,6916
754,146,Rental,395,2025-01-03T13:21:20.796922,72880
755,160,Rental,754,2024-11-15T00:33:47.313587,20580
756,209,Refund,568,2025-02-20T11:05:58.294701,17990
757,439,Purchase,194,2025-03-10T14:07:51.748016,69808
758,348,Refund,962,2024-08-20T08:32:21.214013,37269
759,346,Rental,14,2025-03-27T01:37:24.905138,17009
760,225,Purchase,406,2025-02-26T18:53:18.277872,6616
761,203,Rental,147,2024-12-07T16:59:50.248294,38960
762,380,Sale,105,2024-08-06T19:16:41.904424,12381
763,500,Sale,373,2025-04-11T01:17:02.332789,2089
764,305,Rental,206,2024-08-04T09:08:33.469177,9172
765,430,Rental,239,2025-03-09T08:38:57.869242,32811
766,143,Refund,512,2024-09-28T09:27:21.425628,78568
767,244,Rental,365,2025-03-09T12:00:07.811957,56732
768,143,Sale,524,2024-10-05T00:05:33.019167,25368
769,63,Refund,111,2024-11-06T00:09:49.095276,11632
770,119,Sale,510,2025-03-21T03:44:06.267292,2974
771,378,Purchase,102,2025-03-31T21:52:00.084414,11263
772,348,Purchase,511,2025-03-19T18:54:36.368634,19232
773,310,Refund,392,2024-11-07T23:17:09.829312,57216
774,319,Purchase,311,2024-10-19T15:01:43.548753,34446
775,385,Rental,677,2024-06-03T17:20:25.559519,23656
776,151,Rental,207,2024-10-29T03:39:06.773461,11936
777,134,Refund,517,2025-03-31T04:09:20.739849,165906
778,10,Purchase,560,2024-12-28T09:52:29.055516,93121
779,469,Purchase,902,2025-01-29T17:49:31.933313,27438
780,162,Rental,461,2025-04-06T14:46:10.494797,8166
781,19,Purchase,471,2025-04-01T11:03:26.259703,8468
782,338,Refund,571,2025-02-24T08:51:10.058371,27348
783,221,Sale,504,2024-10-05T06:03:21.516853,34712
784,200,Rental,733,2024-08-08T11:33:51.441733,7024
785,346,Rental,583,2025-04-19T01:27:31.455510,25504
786,288,Sale,488,2024-12-10T09:15:42.519573,28872
787,201,Refund,58,2024-12-29T05:34:10.463200,22502
788,498,Rental,606,2025-04-15T16:30:36.145585,35316
789,146,Refund,785,2025-04-05T17:57:27.181829,11783
790,303,Purchase,29,2025-01-27T15:16:11.353681,16040
791,188,Refund,858,2025-02-07T18:56:25.594108,11573
792,457,Refund,784,2024-09-18T18:43:54.209596,2540
793,220,Refund,100,2025-03-30T15:02:09.978022,26686
794,180,Purchase,422,2025-02-18T16:35:35.257016,28596
795,121,Refund,254,2024-11-13T00:56:15.001542,17496
796,353,Purchase,933,2024-08-27T20:45:34.388208,3320
797,173,Sale,118,2025-03-03T04:05:54.104151,14218
798,167,Purchase,552,2024-12-05T16:38:47.847892,39492
799,443,Rental,674,2025-04-17T11:08:46.888297,7970
800,462,Rental,528,2025-03-22T23:22:45.012099,39555
801,357,Rental,21,2025-03-10T08:33:43.105759,129810
802,163,Rental,23,2024-11-06T04:11:50.755872,7498
803,294,Purchase,331,2025-04-11T16:37:57.609892,30448
804,354,Sale,103,2025-03-28T22:38:47.796570,35496
805,258,Refund,509,2025-02-09T12:19:29.365780,18610
806,154,Refund,630,2025-03-04T12:55:32.781452,38668
807,255,Purchase,207,2024-07-24T10:11:06.797107,5968
808,136,Purchase,295,2024-10-01T17:56:57.422664,51970
809,206,Sale,588,2025-04-15T08:51:49.087556,16896
810,433,Purchase,735,2024-09-30T20:07:13.326301,4503
811,35,Rental,280,2025-03-31T16:31:09.194531,6760
812,178,Purchase,215,2024-08-01T00:37:12.929216,42105
813,412,Refund,517,2025-04-18T23:21:15.952016,129038
814,277,Refund,680,2025-03-21T01:05:41.970603,14727
815,206,Refund,425,2025-04-12T03:23:00.059116,31006
816,391,Sale,688,2025-04-18T23:45:59.937415,7281
817,361,Sale,643,2025-01-05T19:06:10.123061,54600
818,110,Rental,512,2025-02-28T03:16:37.677402,56120
819,327,Rental,960,2025-04-04T14:33:25.640910,99100
820,321,Purchase,745,2025-02-21T20:22:14.878120,78930
821,187,Rental,206,2024-11-04T21:39:58.599021,18344
822,78,Refund,247,2025-01-23T21:11:37.516768,15274
823,164,Purchase,421,2024-12-20T17:54:05.098176,7719
824,434,Rental,209,2025-03-28T02:36:43.198886,41418
825,147,Sale,844,2024-08-14T08:37:00.925840,16797
826,308,Sale,704,2025-04-11T07:16:51.962674,30428
827,59,Sale,245,2024-06-03T17:36:46.878619,5492
828,126,Refund,29,2025-01-09T18:45:39.083836,32080
829,287,Rental,498,2024-09-04T17:06:17.355370,79060
830,464,Purchase,663,2025-03-23T14:59:45.923863,30952
831,140,Sale,164,2024-11-23T14:59:21.119204,14462
832,405,Refund,265,2024-09-26T18:00:12.027942,26495
833,330,Purchase,181,2025-02-26T02:43:48.958483,23408
834,11,Purchase,802,2025-04-03T08:26:17.410490,7616
835,309,Refund,322,2024-12-14T15:37:53.272301,18171
836,490,Rental,923,2025-04-18T11:29:02.398413,26526
837,337,Purchase,688,2025-04-02T23:22:53.211679,14562
838,430,Sale,966,2025-04-08T10:43:14.971850,21160
839,293,Purchase,115,2024-09-03T11:37:43.078115,41685
840,425,Refund,681,2025-04-03T00:48:03.479776,45396
841,47,Sale,906,2025-02-20T07:51:16.248616,21295
842,396,Refund,126,2025-04-11T12:30:07.919575,24675
843,300,Rental,853,2025-03-17T10:32:27.201845,40268
844,217,Sale,958,2025-04-17T23:35:58.604643,27117
845,90,Sale,110,2024-11-18T12:10:48.208580,23970
846,210,Refund,451,2024-11-02T20:49:59.024512,19349
847,274,Refund,503,2025-03-04T20:25:59.321877,10089
848,280,Rental,325,2025-02-13T18:26:29.289267,613
849,127,Refund,700,2025-02-20T11:14:16.408219,48177
850,244,Refund,372,2024-11-18T11:25:01.430211,12120
851,331,Purchase,22,2024-12-29T22:11:31.480557,15367
852,470,Sale,708,2024-12-06T12:25:46.697409,5390
853,197,Refund,566,2024-12-10T20:19:27.555128,4996
854,416,Purchase,925,2025-01-13T21:10:43.723512,14390
855,122,Rental,888,2025-04-18T18:45:12.121499,60072
856,466,Rental,9,2025-02-07T13:34:19.596976,59385
857,47,Sale,309,2024-06-22T08:31:07.553745,56255
858,441,Sale,216,2025-02-26T01:43:10.820171,60928
859,163,Rental,647,2025-04-16T07:22:23.239311,3457
860,444,Purchase,281,2024-11-29T11:02:37.221324,9985
861,378,Rental,483,2025-03-28T01:42:04.985442,91668
862,217,Purchase,735,2024-10-26T09:30:59.223021,3002
863,134,Purchase,716,2025-03-25T00:30:38.327248,98466
864,309,Refund,431,2025-03-12T09:58:12.392055,43828
865,15,Purchase,712,2025-02-19T06:44:25.628708,42240
866,95,Rental,657,2024-10-08T15:30:15.032299,18624
867,206,Sale,4,2025-01-11T13:13:23.530467,59142
868,295,Purchase,322,2025-01-31T01:13:02.256645,18171
869,128,Sale,162,2025-04-19T09:38:31.948015,7722
870,481,Refund,812,2025-03-16T05:30:33.539565,5918
871,448,Sale,490,2024-06-15T13:47:12.510208,54348
872,352,Refund,178,2025-03-03T23:55:40.003402,37808
873,44,Rental,204,2025-02-19T01:26:33.644965,69378
874,202,Rental,187,2025-04-19T14:08:35.003287,16688
875,486,Purchase,22,2025-02-15T04:09:10.921560,138303
876,314,Sale,663,2025-03-13T20:53:45.827737,15476
877,237,Sale,998,2025-01-20T23:38:50.563513,9664
878,437,Sale,719,2024-06-15T18:53:59.560880,13663
879,317,Rental,411,2025-02-04T23:35:03.757903,18678
880,46,Refund,153,2025-03-23T06:00:27.043290,31980
881,291,Purchase,970,2025-03-23T05:38:56.495539,15890
882,270,Rental,736,2025-03-25T14:46:56.069658,159720
883,345,Rental,848,2025-04-16T14:51:59.916142,15449
884,366,Sale,230,2024-09-08T09:16:48.106436,5818
885,442,Refund,969,2024-09-18T21:14:36.769859,36375
886,254,Rental,765,2024-11-11T10:18:44.780740,6852
887,439,Sale,442,2025-03-24T23:18:16.294308,54532
888,145,Sale,844,2025-02-20T12:50:30.779348,16797
889,210,Sale,185,2024-12-09T19:26:55.159591,6204
890,500,Refund,298,2025-04-10T14:36:40.820778,31500
891,231,Sale,633,2024-12-21T10:10:00.274170,73602
892,351,Rental,597,2025-03-08T12:21:53.273057,14035
893,241,Sale,11,2025-02-09T20:36:21.633556,85764
894,355,Rental,998,2025-03-20T07:18:19.884137,4832
895,197,Rental,731,2024-10-30T09:33:00.515070,7077
896,49,Purchase,75,2025-02-26T10:04:13.029448,8887
897,477,Sale,341,2025-03-12T05:37:08.670627,8144
898,182,Purchase,931,2024-11-23T18:24:40.651685,10266
899,259,Rental,260,2025-02-27T08:14:54.089288,23604
900,344,Refund,405,2025-04-18T10:11:37.553829,19758
901,457,Purchase,992,2024-10-15T03:23:14.163135,47841
902,87,Rental,267,2025-01-11T22:31:21.148865,53418
903,240,Sale,899,2025-04-11T12:55:24.977003,2888
904,364,Rental,325,2025-03-08T19:22:13.741213,613
905,60,Refund,267,2024-11-09T07:16:25.758244,8903
906,256,Refund,131,2025-04-13T06:00:27.426678,3096
907,221,Refund,949,2025-02-05T12:48:21.905900,23274
908,425,Refund,628,2025-02-10T21:06:49.022787,42765
909,224,Sale,321,2025-04-16T03:33:36.335073,38607
910,252,Sale,755,2025-04-09T00:58:10.953028,8374
911,97,Sale,55,2025-01-09T01:39:14.775332,10606
912,94,Purchase,236,2025-03-27T02:59:01.006721,3550
913,84,Rental,267,2024-11-21T16:35:27.363167,62321
914,459,Rental,119,2025-03-05T13:04:07.552059,5035
915,183,Rental,453,2025-01-10T17:45:36.440526,33798
916,58,Sale,505,2025-02-13T02:33:22.261877,2442
917,48,Sale,358,2025-04-02T00:30:02.696803,68425
918,93,Sale,291,2024-12-18T06:55:39.801971,20052
919,422,Refund,521,2025-04-14T09:51:25.072847,15459
920,498,Purchase,598,2025-04-06T19:09:24.077184,29538
921,293,Sale,786,2025-01-18T18:28:23.458138,91476
922,40,Sale,943,2025-04-08T07:21:11.459910,18804
923,49,Refund,694,2025-01-11T15:09:45.935311,9127
924,349,Purchase,292,2025-02-17T05:36:00.551511,13108
925,303,Purchase,383,2025-03-16T21:47:43.865231,53250
926,15,Purchase,158,2025-01-22T01:49:56.511533,52676
927,363,Rental,851,2024-10-20T04:13:56.338744,8472
928,490,Refund,644,2025-04-03T17:53:33.294429,120230
929,3,Refund,674,2025-03-04T01:38:13.780014,1594
930,319,Rental,672,2025-01-20T18:58:25.979005,22938
931,375,Sale,971,2025-02-05T15:45:45.255097,11119
932,25,Refund,884,2025-04-16T22:12:15.358431,56673
933,29,Purchase,818,2024-09-04T22:48:45.831069,30435
934,309,Rental,975,2025-04-14T11:36:21.937782,6100
935,131,Sale,409,2025-04-13T08:03:36.844613,21752
936,395,Rental,989,2025-04-14T08:10:28.894891,12798
937,437,Sale,22,2025-03-05T04:45:56.826306,46101
938,400,Rental,398,2025-03-09T13:27:32.282042,54639
939,386,Sale,663,2025-02-10T21:13:49.486909,15476
940,252,Rental,306,2025-04-15T09:49:18.844185,24708
941,351,Sale,926,2025-01-16T15:15:43.977704,29991
942,50,Refund,682,2025-04-12T04:21:15.697419,167913
943,251,Rental,205,2025-01-12T19:12:00.433229,3161
944,138,Rental,488,2025-03-11T08:13:38.354545,6416
945,217,Refund,775,2025-01-09T16:53:29.580223,9444
946,323,Rental,445,2024-11-10T10:52:11.460770,4083
947,263,Refund,42,2024-11-04T15:05:41.549198,42496
948,115,Sale,693,2024-10-05T14:10:47.523503,25208
949,323,Purchase,540,2024-07-24T03:06:11.655986,39249
950,224,Purchase,480,2025-03-01T22:40:52.766454,52688
951,77,Sale,308,2025-03-04T22:00:54.703279,96330
952,128,Rental,862,2025-01-21T09:22:21.773227,55884
953,25,Purchase,583,2025-04-07T23:37:53.582758,6376
954,56,Rental,526,2024-07-09T00:25:02.137128,6976
